timestamp_us,yaw_err,pitch_err,roll_err,curr_yaw,curr_pitch,curr_roll,target_yaw,target_pitch,target_roll,att_0,att_1,att_2,U1,U2,U3,U4,n0,n1,n2,n3
27627817836,-3.31081e-05,0.00875903,0.00517109,3.31081e-05,-0.000993416,-0.00420902,0,0.00776561,0.00096207,0.0181098,0.0306581,-3.31102e-05,3.57674,0.00151648,0.00256725,-2.77259e-06,0.895467,0.894943,0.892899,0.893426
27627825863,-2.1639e-05,0.0079881,0.00663748,2.1639e-05,-0.000211927,-0.00566233,0,0.00777617,0.00097515,0.0232417,0.0279527,-2.16332e-05,3.57673,0.00194622,0.0023407,-1.81153e-06,0.895353,0.895157,0.893012,0.893211
27627834036,-2.65902e-05,0.00755716,0.00513357,2.65902e-05,0.000229757,-0.00414512,0,0.00778691,0.000988455,0.0179565,0.0264468,-2.65927e-05,3.57673,0.00150364,0.00221461,-2.22682e-06,0.895289,0.894935,0.893075,0.893431
27627841938,-3.30503e-05,0.00914766,0.00525714,3.30503e-05,-0.00135028,-0.00425572,0,0.00779739,0.00100143,0.0184008,0.0320283,-3.30536e-05,3.57673,0.00154085,0.00268199,-2.76784e-06,0.895522,0.894953,0.89284,0.893412
27627849857,-3.57601e-05,0.00894732,0.00381409,3.57601e-05,-0.00113941,-0.00279963,0,0.00780791,0.00101446,0.0133387,0.0313141,-3.57615e-05,3.57673,0.00111696,0.00262218,-2.9946e-06,0.895492,0.894741,0.89287,0.893624
27627858131,-5.04538e-05,0.00975402,0.00511106,5.04538e-05,-0.00193533,-0.00408325,0,0.00781869,0.00102781,0.017898,0.0341449,-5.04611e-05,3.57672,0.00149875,0.00285922,-4.22552e-06,0.89561,0.894931,0.89275,0.893433
27627866033,-6.06039e-05,0.00782323,0.00483407,6.06039e-05,-0.000226244,-0.00415761,0,0.00759698,0.000676461,0.0169198,0.0273689,-6.0609e-05,3.57677,0.00141683,0.00229182,-5.07528e-06,0.895337,0.894902,0.893046,0.893486
27627936225,-5.83148e-05,0.00716898,0.00659597,5.83148e-05,0.00046659,-0.00588921,0,0.00763557,0.000706765,0.0230985,0.0250864,-5.83137e-05,3.57676,0.00193422,0.00210069,-4.88308e-06,0.89524,0.895159,0.893139,0.893225
27627944122,-5.85798e-05,0.00577451,0.00685045,5.85798e-05,0.00186537,-0.0061403,0,0.00763988,0.000710149,0.0239784,0.0202006,-5.858e-05,3.57676,0.0020079,0.00169156,-4.90537e-06,0.895035,0.895196,0.893344,0.893188
27627952120,-6.3563e-05,0.00758185,0.00655317,6.3563e-05,6.2434e-05,-0.00583957,0,0.00764429,0.000713608,0.0229339,0.0265496,-6.35655e-05,3.57676,0.00192044,0.00222321,-5.32285e-06,0.895301,0.895152,0.893078,0.893232
27627960094,-6.65611e-05,0.00912156,0.0059593,6.65611e-05,-0.00147288,-0.00524224,0,0.00764868,0.000717057,0.0208532,0.0319366,-6.65626e-05,3.57676,0.00174621,0.00267431,-5.57383e-06,0.895526,0.895065,0.892852,0.893319
27627967959,-6.70561e-05,0.0101633,0.00476703,6.70561e-05,-0.00251023,-0.00404654,0,0.00765305,0.000720488,0.0166759,0.035579,-6.70563e-05,3.57676,0.00139641,0.00297931,-5.61517e-06,0.895678,0.89489,0.892699,0.893493
