time,e0,e1,e2,e3,wx,wy,wz,x,y,z,xp,yp,zp,input1,input2,input3,input4
1.86,0.999735,-0.0166651,-0.0115188,-0.010984,-0.00801521,0.00254326,-0.00411282,0.0039346,0.0150468,0.0406596,0.00382431,-0.00151732,-0.00431597,41.8263,-0.00589255,-0.00199755,-0.190375
1.88,0.999735,-0.0166581,-0.0115115,-0.0109657,-0.000769905,0.00192551,0.00372427,0.00409022,0.0150943,0.0406761,0.00401934,-0.00184618,-0.00472704,41.8099,-0.00929654,0.00977186,0.110878
1.9,0.999735,-0.0166507,-0.0114996,-0.0109547,0.00211611,-0.00113042,0.000849661,0.00424013,0.0151366,0.040685,0.0038445,-0.00216958,-0.00464682,35.5229,-0.00629508,0.00480236,0.0654259
1.92,0.999735,-0.0166681,-0.0114708,-0.010952,-0.00472598,-0.000482902,-0.000892166,0.00437709,0.0151479,0.0407345,0.00382195,-0.00245386,-0.00517934,38.647,-0.0160048,0.00406989,-0.0535391
1.94,0.999735,-0.0166676,-0.0114531,-0.0109909,-0.0027262,0.005638,-0.00483761,0.00457609,0.0151508,0.0407895,0.00429637,-0.00335591,-0.00364544,40.5022,-0.0102025,0.0128825,0.292824
1.96,0.999735,-0.0166864,-0.0114419,-0.0109993,-0.011373,0.00580487,-0.00385459,0.0047137,0.0151502,0.0408204,0.00467523,-0.00316607,-0.00378176,40.8616,0.00106436,0.0145692,0.00298038
1.98,0.999735,-0.0166745,-0.011453,-0.0110277,-0.00194295,0.0087266,-0.00895584,0.00485566,0.0151496,0.0408392,0.00508312,-0.0029326,-0.00492947,38.5568,0.00456469,-0.0128829,-0.0291158
2,0.999734,-0.0166963,-0.0114859,-0.0110421,-0.0114581,-0.00794283,-0.00250402,0.00498794,0.0151566,0.0408541,0.00538705,-0.00306307,-0.00519594,38.4838,0.00824344,0.0251467,0.154178
2.02,0.999733,-0.0167027,-0.0114898,-0.0111111,0.00431181,0.00236609,-8.37922e-05,0.00516549,0.0151359,0.0409283,0.00499899,-0.00350126,-0.00364121,42.3267,-0.000485121,-0.0021323,-0.00581144
2.04,0.999732,-0.0167126,-0.0115106,-0.0111098,-0.00251209,0.00628777,-0.001996,0.00527338,0.0151146,0.0409887,0.00559367,-0.00355972,-0.00364634,39.8868,0.0140929,0.0175209,0.126047
2.06,0.999733,-0.0167099,-0.0115157,-0.0110892,-0.00202949,0.00230469,0.00603051,0.00538123,0.0150941,0.0410393,0.00518045,-0.00346103,-0.00335081,36.8214,0.00886459,0.00558608,0.0416606
2.08,0.999732,-0.0166918,-0.0115123,-0.0111366,0.00484659,0.0035589,-0.00269827,0.00548134,0.0150721,0.0410789,0.00494142,-0.00337541,-0.00447523,39.0584,-0.0036542,0.0146374,0.0965398
2.1,0.999732,-0.0166876,-0.0115028,-0.0111737,-0.00728099,0.00554651,-0.00818746,0.00556521,0.0150499,0.0411146,0.00521513,-0.00392564,-0.00492758,41.2204,0.0202437,-0.0330726,0.1107
2.12,0.999732,-0.016687,-0.011495,-0.0111652,0.00560662,-0.00127637,-0.000588684,0.0056628,0.0149601,0.0411598,0.00450062,-0.00464891,-0.00409675,41.3055,-0.00145209,-0.00500623,0.203732
2.14,0.999732,-0.0167086,-0.0114811,-0.0111527,-0.0055181,0.003959,0.00278428,0.00571127,0.0148827,0.0411875,0.00431355,-0.00489547,-0.00346391,36.9569,-0.00384792,-0.000699436,-0.00549571
2.16,0.999733,-0.0166897,-0.0114799,-0.0111529,0.00783309,0.00315321,0.00208607,0.00575339,0.0148072,0.0412139,0.00388294,-0.00492911,-0.00317435,42.1832,0.0194584,-0.00411063,0.0340247
2.18,0.999732,-0.016716,-0.0114639,-0.0111959,0.000676096,0.00693505,-0.00611823,0.00578654,0.0147363,0.0412402,0.00370824,-0.00477705,-0.00291535,37.6115,0.00479734,-0.0218121,0.250157
2.2,0.999732,-0.0166893,-0.0114814,-0.0112001,0.00654806,-0.00526784,0.00061864,0.00583933,0.0146247,0.0412581,0.00396904,-0.00530486,-0.00384884,39.4413,-0.0129872,-0.00722226,0.133065
2.22,0.999732,-0.0167164,-0.0114795,-0.0111784,0.00332859,-0.00759662,0.00302432,0.00584494,0.0144519,0.0412666,0.00415498,-0.00514082,-0.00401359,38.0092,0.0115752,0.00221369,0.0690272
2.24,0.999732,-0.0167085,-0.0114823,-0.0111844,0.00598895,-0.00298249,-0.0034692,0.00584984,0.0142824,0.0412695,0.00417289,-0.00576668,-0.00361848,38.8948,-0.00199815,0.019939,-0.026705
2.26,0.999732,-0.0167034,-0.0114849,-0.0112024,0.00172248,0.00243017,-0.00223349,0.00586117,0.0141054,0.0412653,0.00457758,-0.00593004,-0.00405917,40.7178,-0.00907417,0.0181047,0.175659
2.28,0.999731,-0.0167289,-0.0114839,-0.0112026,-0.00141627,0.00815094,0.00584214,0.00586976,0.0139436,0.0412425,0.00408416,-0.00570445,-0.0043729,42.0299,0.00578419,-0.0136916,0.057365
2.3,0.999732,-0.016709,-0.0115004,-0.0111793,0.00171651,-0.00646548,0.00638298,0.0058739,0.0137051,0.0411943,0.00416187,-0.00618564,-0.00594206,37.7807,0.0118885,-0.0248227,0.0329295
2.32,0.999732,-0.0167062,-0.0114898,-0.0111937,0.0115272,-0.00269509,-0.00120195,0.00583964,0.013438,0.0411416,0.00391711,-0.00633481,-0.00598161,42.3814,0.000794039,0.00692583,0.0704262
2.34,0.999731,-0.0167231,-0.0114898,-0.011219,0.00303214,-0.00206488,-0.00864043,0.00581289,0.0131713,0.0410762,0.00382213,-0.00675946,-0.00518618,38.838,0.0125959,0.0147585,0.00548056
2.36,0.999731,-0.0167497,-0.0114925,-0.0112137,0.00204182,-0.00232979,0.0036613,0.00578411,0.0129161,0.0410117,0.00395795,-0.00689941,-0.00520032,39.3414,0.0118087,-0.00722271,0.133671
2.38,0.999731,-0.0167149,-0.0115269,-0.0112277,-0.00079652,-7.45404e-05,0.00088982,0.005745,0.0125437,0.0409068,0.00444264,-0.00711535,-0.00665727,37.8157,0.001953,0.00266645,0.0621646
2.4,0.999731,-0.0166943,-0.011546,-0.0112326,0.00371127,-0.00909703,0.000162116,0.00571594,0.0123066,0.0408404,0.00435352,-0.0077288,-0.00624765,41.6917,-0.0065886,0.00623507,0.210627
2.42,0.999731,-0.0166999,-0.0115438,-0.0112625,-0.000540759,-0.00799757,-0.00447853,0.00564032,0.0120004,0.040752,0.00428671,-0.0079353,-0.00620863,40.6833,0.0144428,0.0169664,0.296453
2.44,0.99973,-0.016709,-0.0115539,-0.0112594,0.00298587,-0.00657631,-0.00303062,0.00556517,0.0117007,0.0406606,0.00404164,-0.00852043,-0.00639931,38.8347,-0.0101738,0.000364861,0.155896
2.46,0.99973,-0.0167271,-0.0115489,-0.0112661,0.0092796,-0.00199316,-0.00228869,0.00550433,0.0113876,0.0405531,0.00394902,-0.00924769,-0.00535596,37.8156,0.00381806,-0.00141036,-0.0473464
