control_time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,angular_vel_x,angular_vel_y,angular_vel_z,local_sp_x,local_sp_y,local_sp_z,local_sp_yaw,local_sp_vx,local_sp_vy,local_sp_vz,local_sp_ax,local_sp_ay,local_sp_az,local_sp_yawspeed,att_sp_qw,att_sp_qx,att_sp_qy,att_sp_qz,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_sp_thrust_x,rate_sp_thrust_y,rate_sp_thrust_z,target_x,target_y,target_z,target_yaw,phase,event,hover_thrust,hover_thrust_valid,takeoff_state,takeoff_tilt_limit,landed,ground_contact,maybe_landed,thrust_sp_x,thrust_sp_y,thrust_sp_z,torque_sp_x,torque_sp_y,torque_sp_z,actuator_motor_0,actuator_motor_1,actuator_motor_2,actuator_motor_3,actuator_motor_4,actuator_motor_5,actuator_motor_6,actuator_motor_7,actuator_motor_8,actuator_motor_9,actuator_motor_10,actuator_motor_11
0.152113,0.0121173,0.00278504,0.0522058,0.000971432,0.00170547,-0.00305924,-0.019914,-0.041275,-0.0135818,0.000928927,0.00175447,-0.000153966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0794742,0.165121,0.00117394,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0108942,0.0241006,0.000220642,0.00199251,7.48795e-06,0.002,2.92451e-12,nan,nan,nan,nan,nan,nan,nan,nan
0.166619,0.0120557,0.00283646,0.0524097,0.00059224,0.0015428,-0.00278686,-0.0199521,-0.041308,-0.0135924,-0.00114218,-0.00669617,0.00249507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079769,0.165222,0.00109166,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0124406,0.0241068,0.000238359,0.00199251,7.49103e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.176918,0.0120254,0.00286078,0.0525047,0.00116997,0.00102564,-0.00249915,-0.0199311,-0.0412777,-0.0135968,0.00233008,0.00331909,-0.000230272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079769,0.165222,0.00109166,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0113611,0.0252267,0.000229274,0.00199214,7.85831e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.188465,0.0119965,0.00287937,0.052601,0.000828234,0.00142186,-0.00253337,-0.0199425,-0.0412988,-0.0135604,-0.00110767,-0.00248806,0.00420323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0796445,0.165174,0.00116264,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0118522,0.0247634,0.000218581,0.00199229,7.70832e-06,0.002,5.01326e-12,nan,nan,nan,nan,nan,nan,nan,nan
0.196066,0.0119695,0.00290041,0.0526916,0.00123879,0.0013597,-0.00267154,-0.019883,-0.041277,-0.0135996,0.00647307,0.00246137,-0.0041373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0796445,0.165174,0.00116264,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0108068,0.0242836,0.000198196,0.00199245,7.54843e-06,0.002,5.76476e-12,nan,nan,nan,nan,nan,nan,nan,nan
0.206944,0.0119446,0.00292053,0.0527816,0.000970381,0.00137576,-0.00217732,-0.0198869,-0.0412455,-0.0135501,-0.000174976,0.0033224,0.00572793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0795015,0.165062,0.00103666,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0115769,0.0246498,0.000180801,0.00199233,7.67095e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.210423,0.0119195,0.0029401,0.0528689,0.000680331,0.00127135,-0.00210196,-0.0198921,-0.0412624,-0.0136273,-0.000910055,-0.00176399,-0.00848643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0795015,0.165062,0.00103666,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0115769,0.0246498,0.000180801,0.00199233,7.67095e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.224597,0.0118954,0.00296008,0.0529516,0.00140356,0.00108898,-0.00311485,-0.0198746,-0.0412848,-0.0137003,0.00163447,-0.00238065,-0.00800144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0794623,0.165128,0.00135303,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.010639,0.0252644,0.000356265,0.00199213,7.87128e-06,0.002,1.05445e-11,nan,nan,nan,nan,nan,nan,nan,nan
0.230126,0.0118761,0.00297905,0.0530294,0.00157642,0.00171495,-0.00228227,-0.019863,-0.0411988,-0.0137402,0.0011438,0.00961467,-0.0040819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0794623,0.165128,0.00135303,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.010639,0.0252644,0.000356265,0.00199213,7.87128e-06,0.002,1.05445e-11,nan,nan,nan,nan,nan,nan,nan,nan
0.242862,0.0118634,0.00299547,0.0531421,0.00306046,0.00258971,-0.00107374,-0.0198167,-0.0412543,-0.0136635,0.00552908,-0.00639151,0.00858074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0792261,0.165008,0.000929556,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0118505,0.0251808,0.00042839,0.00199215,7.84523e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
