timestamp_us,px,py,pz,qw,qx,qy,qz
250534223,-0.0202774,-0.01319,1.03918,0.996839,-0.00401471,-0.00147865,-0.0793324
250716959,-0.0209028,-0.0104097,1.0443,0.996846,-0.00456723,-0.00305928,-0.0791676
250866557,-0.0211234,-0.00801127,1.04494,0.99684,-0.00575402,-0.00461933,-0.0790911
251066187,-0.0215659,-0.00592403,1.04545,0.996847,-0.00510312,-0.00437617,-0.0790643
251205648,-0.020923,-0.00400883,1.05047,0.996869,-0.00424368,-0.00278497,-0.0789092
251391913,-0.0210634,0.000831011,1.0542,0.996866,-0.00319094,-0.00227339,-0.0790173
251584602,-0.0221651,0.00399069,1.05406,0.996871,-0.00376744,-0.00314202,-0.0788876
251724569,-0.0224694,0.00644221,1.04796,0.996867,-0.00426633,-0.00284688,-0.0789345
251885054,-0.0230086,0.00904131,1.04422,0.996884,-0.00512714,-0.00558225,-0.0785142
252055114,-0.0256518,0.0115172,1.04186,0.99691,-0.00381995,-0.00171391,-0.0784413
252237102,-0.025979,0.0143713,1.04264,0.996902,-0.00381027,-0.0015387,-0.0785523
252378969,-0.0271669,0.0155641,1.04737,0.996919,-0.00434536,-0.00269797,-0.0782765
252545351,-0.0274831,0.0177434,1.0494,0.996922,-0.00371331,-0.00223074,-0.0782849
252706090,-0.0274421,0.0194707,1.04882,0.996929,-0.00405079,-0.00318715,-0.0781389
252906365,-0.0290079,0.0236144,1.05507,0.99695,-0.00211016,-0.000535053,-0.0780069
253077694,-0.0285959,0.0252472,1.05717,0.996931,-0.00248232,-0.00174411,-0.0782238
253203556,-0.0304896,0.0276637,1.05555,0.996919,-0.00209824,-0.00170886,-0.0783873
253390360,-0.0309785,0.0297827,1.05261,0.996943,-0.00233319,-0.00307406,-0.0780321
253535864,-0.0319899,0.0306285,1.05473,0.996947,-0.00270559,-0.00227631,-0.0780006
253730501,-0.0326799,0.0316333,1.05677,0.996946,-0.00210699,-0.000646051,-0.0780601
253900589,-0.0320263,0.0319831,1.05483,0.996937,-0.00232683,-0.00153405,-0.0781604
