time,e0,e1,e2,e3,wx,wy,wz,x,y,z,xp,yp,zp,input1,input2,input3,input4
1.78,0.999806,-0.0174004,-0.000596796,-0.00925301,-0.00901765,-0.00800657,-0.00639325,0.0281918,0.0524485,0.0390387,0.0178209,0.0614497,-0.00631283,39.9326,-0.037514,0.0384708,0.294185
1.8,0.999805,-0.0174287,-0.00069679,-0.00927334,-0.0156767,-0.0127668,-0.00679058,0.0282951,0.0514232,0.0390966,0.0176577,0.0602558,-0.00620668,34.049,-0.0303094,0.029405,0.334245
1.82,0.999804,-0.0174381,-0.000762012,-0.00929223,0.00120821,0.00045832,-0.000997232,0.0284738,0.0500809,0.0391764,0.0166258,0.0581916,-0.00360972,37.2305,-0.0182036,0.0313358,0.283603
1.84,0.999804,-0.0174533,-0.000686436,-0.00933139,0.00590956,0.0265621,-0.0113891,0.0286051,0.049311,0.0391995,0.0160491,0.0564413,-0.00501693,33.9243,-0.0136361,0.0329817,0.169646
1.86,0.999801,-0.0174779,-0.00031605,-0.00960586,-0.0108108,0.0599529,-0.0451216,0.0287695,0.0485841,0.0391854,0.01885,0.0524496,-0.00644176,38.3479,-0.0141448,0.026832,0.304331
1.88,0.999795,-0.0175615,-0.000156528,-0.0100955,-0.0305577,-0.0176737,-0.0564589,0.029031,0.0479847,0.0391819,0.0215773,0.0527592,-0.0041616,36.4099,-0.0227991,-0.00148429,0.343319
1.9,0.999794,-0.0175715,-0.000812343,-0.0101428,0.0243894,-0.00853188,0.0301856,0.0293875,0.0464001,0.0392421,0.025832,0.0573078,-0.00473341,34.8732,-0.0157117,0.0265279,0.354427
1.92,0.999798,-0.0175824,-0.000902562,-0.0097352,0.0140601,-0.0221138,0.0317067,0.0296641,0.0455656,0.0392373,0.0210609,0.0593673,-0.00300545,35.4009,-0.0346062,0.0260314,0.283658
1.94,0.999798,-0.0175743,-0.00122381,-0.00963486,0.021873,-0.0138138,-0.0118284,0.029848,0.0448369,0.0392451,0.0158873,0.0568022,-0.0046229,38.0338,-0.0184107,0.0247747,0.253061
1.96,0.999798,-0.0175037,-0.00101409,-0.00984975,0.00483715,0.0358086,-0.0357326,0.0299881,0.044143,0.0392006,0.0129361,0.052113,-0.00477657,38.4085,-0.0154772,0.0105544,0.310644
1.98,0.999794,-0.0175734,-0.000948514,-0.0100945,-0.0110856,-0.00503319,-0.0150991,0.0300879,0.0435667,0.0391379,0.010627,0.0512131,-0.00452735,34.964,-0.0312219,0.00360653,0.202054
2,0.999797,-0.0175952,-0.000572626,-0.00981724,0.00412514,0.0310641,0.032998,0.0301544,0.0419838,0.0389846,0.0115858,0.0496673,-0.0071799,35.3767,0.000159085,0.0156251,0.337365
2.02,0.999797,-0.0176836,-0.000498339,-0.00966883,0.00489959,-0.00541912,0.00606875,0.0302144,0.0410713,0.03889,0.011329,0.0496045,-0.00524834,37.9486,-0.0269274,0.00841877,0.139344
2.04,0.999796,-0.0176588,-0.000390507,-0.00977096,0.0209167,0.0251141,-0.0209689,0.0303268,0.0402554,0.0387957,0.0149241,0.049351,-0.00572975,35.6089,-0.0225467,0.0282438,0.305835
2.06,0.999795,-0.0176393,-0.000384663,-0.00995189,0.0117342,-0.0125263,-0.0174886,0.0305031,0.0395434,0.0387016,0.0171511,0.049031,-0.00379133,37.1683,0.00640571,0.0271399,0.546666
2.08,0.999795,-0.0176753,-0.000582318,-0.00987338,0.00428595,-0.00747521,0.0214146,0.0308769,0.0384831,0.0385461,0.0212748,0.0473417,-0.00625785,35.5769,-0.00831273,0.0328684,0.433004
2.1,0.999796,-0.0176706,-0.00071586,-0.00977837,-0.000603748,-0.0242941,0.00344452,0.0310918,0.0375482,0.0384044,0.0195049,0.0454857,-0.00551078,36.989,-0.0215489,0.0150346,0.160854
2.12,0.999794,-0.017764,-0.000801122,-0.00980036,-0.0128947,-0.0155276,-0.00766645,0.0311959,0.0371113,0.0383277,0.019202,0.0451696,-0.00415658,38.6917,-0.042889,0.00797209,0.298429
2.14,0.999793,-0.0176803,-0.000833526,-0.0100144,0.0157181,0.0043409,-0.0159185,0.0314895,0.0359271,0.0381103,0.0166699,0.0443546,-0.00636457,35.202,-0.0160498,0.0440993,0.220782
2.16,0.999793,-0.0177363,-0.000828913,-0.00998784,-0.00673447,0.00490118,0.0113563,0.0317587,0.0349768,0.0378546,0.0156907,0.0456165,-0.00702654,36.3884,-0.0192459,0.0148969,0.305911
2.18,0.999794,-0.0177152,-0.000693746,-0.00987406,-0.0103056,0.00527048,0.00886521,0.0319094,0.0343073,0.0376501,0.0141685,0.0433869,-0.00859195,37.078,-0.00137965,0.00060989,0.39493
2.2,0.999793,-0.0177541,-0.000641687,-0.00988331,-0.0131146,0.00200675,-0.00734795,0.0319944,0.0334424,0.037451,0.0141337,0.0414197,-0.00880175,34.7623,-0.0236647,0.0162187,0.156145
2.22,0.999792,-0.0177641,-0.000551313,-0.00996592,0.00609108,0.0109805,-0.0104559,0.0321069,0.0326518,0.0372526,0.0151195,0.0407062,-0.00827322,37.0532,-0.00738377,0.0130073,0.348959
2.24,0.999792,-0.0177756,-0.000535777,-0.00997517,0.0131944,-0.00604152,0.000220786,0.0322609,0.0319573,0.0370597,0.01704,0.0410877,-0.00811379,35.0578,-0.0353965,-0.00271696,0.336732
2.26,0.999792,-0.0178064,-0.000587815,-0.00989213,-0.0083356,-0.00527266,0.00390378,0.032571,0.0310979,0.0367541,0.0191729,0.0415368,-0.00688819,38.8796,-0.00814926,0.0146547,0.213735
2.28,0.999792,-0.0178231,-0.000668059,-0.00991061,-0.0139342,-0.0173421,-0.00837321,0.0327637,0.0304211,0.0365582,0.0198355,0.0407519,-0.00728395,35.0262,-0.0117544,0.0187144,0.42446
2.3,0.999792,-0.0177855,-0.000727665,-0.0099845,-0.00296568,-0.00990742,-0.00589241,0.0329592,0.0296738,0.0363489,0.0195406,0.0400008,-0.0104309,34.8459,-0.0127754,0.0105822,0.0692376
2.32,0.999791,-0.017801,-0.000742437,-0.0100085,-0.00373922,-0.0029169,0.00148351,0.033132,0.0289575,0.0361408,0.0184441,0.0393676,-0.00993039,38.029,-0.00221393,0.0200437,0.445406
2.34,0.99979,-0.0178671,-0.00073166,-0.0099736,-0.00113114,0.0128076,0.000600428,0.0333887,0.0280386,0.0358204,0.0171155,0.0380166,-0.00655988,38.8758,-0.0212927,0.0193109,0.36421
2.36,0.99979,-0.0178962,-0.000696085,-0.00996676,-0.0128352,0.00442152,-0.00393828,0.0335513,0.0275191,0.0356028,0.0162936,0.0381081,-0.00718035,35.5502,0.000694422,-0.0083614,0.44233
2.38,0.99979,-0.0179139,-0.000662528,-0.0099791,-0.01007,0.00153498,-0.00152156,0.0336738,0.0268692,0.035382,0.0171602,0.0375551,-0.00799428,36.4197,-0.0141646,-0.00179255,0.35362
2.4,0.99979,-0.0179068,-0.000601973,-0.00999148,-0.00845972,-0.00032207,0.0025093,0.0337707,0.0260907,0.0351577,0.0175981,0.0369817,-0.00765113,35.9669,-0.0286993,0.0235385,0.0955346
2.42,0.99979,-0.0179083,-0.000593745,-0.00997054,-0.0113574,-0.00415568,-0.00217159,0.0339213,0.0254485,0.0349336,0.0181839,0.036193,-0.0109126,32.7426,-0.0102754,-0.00842577,0.243381
2.44,0.999789,-0.0179524,-0.000603256,-0.0099979,-0.000250441,-0.000758023,-0.0119051,0.0341603,0.0245369,0.0346017,0.0189234,0.0343822,-0.0061962,39.427,-0.0180719,0.0114813,0.269455
2.46,0.999788,-0.0179574,-0.000644379,-0.0100222,-0.00432624,0.0017822,-0.00576319,0.0343459,0.0240229,0.0343916,0.0192561,0.0343727,-0.00617364,34.886,-0.00587192,-0.00408517,0.204278
2.48,0.999788,-0.0179779,-0.000681355,-0.0100248,-0.0100844,-0.000276075,0.00445503,0.0344925,0.0233911,0.0341761,0.0194627,0.0336579,-0.00645483,38.258,-0.0229051,0.0205182,0.369328
2.5,0.999787,-0.0179932,-0.000679234,-0.0100569,-0.0160073,0.0027769,-0.00848449,0.0345943,0.0226435,0.0339564,0.0192982,0.0330222,-0.00706508,34.5242,-0.0167655,0.0111613,0.0841829
